key,value,date
Arsenal,-118.77,4/20/63
Arsenal,-125.22,4/24/63
Arsenal,-131.25,5/1/63
Arsenal,-127.06,5/11/63
Arsenal,-116.85,5/15/63
Arsenal,-133.83,5/18/63
Arsenal,-105.69,8/24/63
Arsenal,-117.55,8/31/63
Arsenal,-145.14,9/7/63
Arsenal,-116.82,9/14/63
Arsenal,-115.06,9/18/63
Arsenal,-115.06,9/21/63
Arsenal,-118.48,9/25/63
Arsenal,-118.48,9/28/63
Arsenal,-109.53,10/5/63
Arsenal,-97.38,10/15/63
Arsenal,-97.69,10/19/63
Arsenal,-99.55,10/26/63
Arsenal,-87.84,11/2/63
Arsenal,-82.81,11/9/63
Arsenal,-89.48,11/23/63
Arsenal,-88.13,11/30/63
Arsenal,-92.90,12/7/63
Arsenal,-69.35,12/14/63
Arsenal,-70.29,12/21/63
Arsenal,-86.51,12/28/63
Arsenal,-57.96,1/11/64
Arsenal,-67.70,1/18/64
Arsenal,-82.42,2/1/64
Arsenal,-76.91,2/8/64
Arsenal,-44.06,2/22/64
Arsenal,-55.57,2/26/64
Arsenal,-66.65,3/7/64
Arsenal,-77.59,3/18/64
Arsenal,-77.58,3/21/64
Arsenal,-66.28,3/27/64
Arsenal,-64.06,3/28/64
Arsenal,-92.01,3/30/64
Arsenal,-76.57,4/4/64
Arsenal,-92.91,4/18/64
Arsenal,-78.12,8/17/64
Arsenal,-78.26,8/22/64
Arsenal,-74.30,8/29/64
Arsenal,-70.32,9/5/64
Arsenal,-58.42,9/9/64
Arsenal,-48.90,9/12/64
Arsenal,-38.60,9/14/64
Arsenal,-38.78,9/16/64
Arsenal,-28.18,9/19/64
Arsenal,-20.87,9/23/64
Arsenal,-20.87,9/26/64
Arsenal,-77.07,10/7/64
Arsenal,-77.07,10/10/64
Arsenal,-84.77,10/13/64
Arsenal,-84.76,10/17/64
Arsenal,-88.07,10/24/64
Arsenal,-103.99,10/31/64
Arsenal,-106.05,11/7/64
Arsenal,-109.24,11/14/64
Arsenal,-134.00,11/21/64
Arsenal,-136.87,11/25/64
Arsenal,-136.87,11/28/64
Arsenal,-149.92,12/5/64
Arsenal,-127.53,12/9/64
Arsenal,-127.68,12/16/64
Arsenal,-130.90,12/23/64
Arsenal,-130.90,12/26/64
Arsenal,-131.24,1/16/65
Arsenal,-118.21,1/20/65
Arsenal,-107.43,2/3/65
Arsenal,-107.44,2/6/65
Arsenal,-104.25,2/10/65
Arsenal,-104.24,2/13/65
Arsenal,-97.07,2/27/65
Arsenal,-127.74,3/16/65
Arsenal,-127.74,3/17/65
Arsenal,-123.78,3/23/65
Arsenal,-123.78,3/24/65
Arsenal,-129.55,4/3/65
Arsenal,-144.18,4/7/65
Arsenal,-144.38,4/17/65
Arsenal,-154.26,4/19/65
Arsenal,-154.91,4/24/65
Arsenal,-168.95,4/28/65
Arsenal,-159.05,5/4/65
Arsenal,-159.05,5/12/65
Arsenal,-159.05,5/19/65
Arsenal,-159.05,8/21/65
Arsenal,-145.86,8/28/65
Arsenal,-130.84,9/4/65
